3.030303030303030276e+00,9.516990221458778709e-01,3.024150488927061247e+02
3.131313131313131048e+00,9.563395858578362940e-01,3.021830207071081986e+02
3.232323232323232265e+00,9.605343030499204904e-01,3.019732848475039759e+02
3.333333333333333481e+00,9.643260096017035599e-01,3.017836995199148191e+02
3.434343434343434254e+00,9.677534259602862399e-01,3.016123287019856889e+02
3.535353535353535470e+00,9.708515515945103092e-01,3.014574224202744972e+02
3.636363636363636243e+00,9.736520211219039656e-01,3.013173989439048341e+02
3.737373737373737459e+00,9.761834312623089982e-01,3.011908284368846012e+02
3.838383838383838231e+00,9.784716338682906134e-01,3.010764183065854240e+02
3.939393939393939448e+00,9.805399959410314725e-01,3.009730002029484126e+02
4.040404040404040664e+00,9.824096375924776803e-01,3.008795181203761331e+02
4.141414141414140992e+00,9.840996504859851335e-01,3.007950174757007744e+02
4.242424242424242209e+00,9.856272936715174682e-01,3.007186353164241837e+02
4.343434343434343425e+00,9.870081667162292627e-01,3.006495916641885628e+02
4.444444444444444642e+00,9.882563713456502530e-01,3.005871814327175571e+02
4.545454545454544970e+00,9.893846535335257819e-01,3.005307673233238006e+02
4.646464646464646187e+00,9.904045346224302770e-01,3.004797732688785459e+02
4.747474747474747403e+00,9.913264290357455266e-01,3.004336785482128107e+02
4.848484848484848619e+00,9.921597517896075802e-01,3.003920124105197260e+02
4.949494949494949836e+00,9.929130122481677478e-01,3.003543493875916965e+02
5.050505050505050164e+00,9.935939023729407626e-01,3.003203048813529676e+02
5.151515151515151381e+00,9.942093747831755035e-01,3.002895312608412723e+02
5.252525252525252597e+00,9.947657152703464067e-01,3.002617142364827600e+02
5.353535353535353813e+00,9.952686049546449754e-01,3.002365697522678261e+02
5.454545454545454142e+00,9.957231790818574790e-01,3.002138410459071451e+02
5.555555555555555358e+00,9.961340802145686180e-01,3.001932959892716326e+02
5.656565656565656575e+00,9.965055038234882367e-01,3.001747248088256583e+02
5.757575757575757791e+00,9.968412416695523470e-01,3.001579379165223713e+02
5.858585858585858119e+00,9.971447236443972129e-01,3.001427638177801214e+02
5.959595959595959336e+00,9.974190474223721958e-01,3.001290476288813807e+02
6.060606060606060552e+00,9.976670158516518505e-01,3.001166492074174243e+02
6.161616161616161769e+00,9.978911599166506718e-01,3.001054420041674575e+02
6.262626262626262097e+00,9.980937694690558137e-01,3.000953115265472206e+02
6.363636363636363313e+00,9.982769128247660495e-01,3.000861543587616893e+02
6.464646464646464530e+00,9.984424604541396464e-01,3.000778769772929877e+02
6.565656565656565746e+00,9.985921029694450057e-01,3.000703948515277375e+02
6.666666666666666963e+00,9.987273685523055944e-01,3.000636315723846792e+02
6.767676767676767291e+00,9.988496389731863490e-01,3.000575180513406508e+02
6.868686868686868507e+00,9.989601612002521058e-01,3.000519919399873743e+02
6.969696969696969724e+00,9.990600650830413487e-01,3.000469967458478777e+02
7.070707070707070940e+00,9.991503704409639974e-01,3.000424814779517533e+02
7.171717171717171269e+00,9.992319994709004671e-01,3.000384000264548945e+02
7.272727272727272485e+00,9.993057862684427972e-01,3.000347106865777960e+02
7.373737373737373701e+00,9.993724835564683495e-01,3.000313758221765283e+02
7.474747474747474918e+00,9.994327731402634640e-01,3.000283613429867273e+02
7.575757575757575246e+00,9.994872701966874828e-01,3.000256364901655388e+02
7.676767676767676463e+00,9.995365312315191986e-01,3.000231734384239530e+02
7.777777777777777679e+00,9.995810596156790018e-01,3.000209470192160097e+02
7.878787878787878896e+00,9.996213097017446758e-01,3.000189345149127575e+02
7.979797979797979224e+00,9.996576929270265532e-01,3.000171153536486486e+02
8.080808080808081328e+00,9.996905805983256066e-01,3.000154709700836975e+02
8.181818181818181657e+00,9.997203083563689363e-01,3.000139845821815356e+02
8.282828282828281985e+00,9.997471801506735423e-01,3.000126409924662880e+02
8.383838383838384090e+00,9.997714701760475053e-01,3.000114264911975965e+02
8.484848484848484418e+00,9.997934270011855640e-01,3.000103286499406749e+02
8.585858585858586522e+00,9.998132742732723788e-01,3.000093362863363495e+02
8.686868686868686851e+00,9.998312138710667707e-01,3.000084393064466326e+02
8.787878787878787179e+00,9.998474294368087101e-01,3.000076285281595574e+02
8.888888888888889284e+00,9.998620870315904074e-01,3.000068956484204818e+02
8.989898989898989612e+00,9.998753367245837298e-01,3.000062331637707871e+02
9.090909090909089940e+00,9.998873129099915547e-01,3.000056343545003870e+02
9.191919191919192045e+00,9.998981387406565835e-01,3.000050930629671484e+02
9.292929292929292373e+00,9.999079253567420000e-01,3.000046037321628773e+02
9.393939393939394478e+00,9.999167713716043959e-01,3.000041614314197886e+02
9.494949494949494806e+00,9.999247675770184252e-01,3.000037616211490672e+02
9.595959595959595134e+00,9.999319958441849066e-01,3.000034002077907189e+02
9.696969696969697239e+00,9.999385291927533892e-01,3.000030735403623225e+02
9.797979797979797567e+00,9.999444349093028483e-01,3.000027782545348032e+02
9.898989898989899672e+00,9.999497735131812615e-01,3.000025113243409578e+02
1.000000000000000000e+01,9.999545989039334559e-01,3.000022700548033185e+02
